BRE,HEA,SEC,INE,FAC,HAS,HAB,SIL,UGL,UNT,UNE,PR,POL,VAX,DIS,EXA,ROB
3,2,2,2,2,2,2,2,2,2,2,2,4,41,0,0,5
4,5,5,2,2,2,5,2,2,2,3,3,2,39,0,4,5
3,5,4,1,3,1,1,1,1,1,1,1,4,48,0,0,0
2,2,3,4,1,5,4,5,5,4,5,5,2,61,8,6,7
7,7,4,3,4,4,4,4,3,4,3,7,4,42,0,3,9
7,7,7,7,7,7,7,7,4,1,4,7,3,36,0,11,6
2,4,6,4,5,4,4,5,4,4,4,4,1,19,0,0,2
1,3,2,2,2,1,3,2,2,2,2,2,4,29,5,5,6
5,5,5,1,1,5,5,2,2,2,2,2,1,43,0,1,0
4,5,4,4,4,2,2,2,2,2,2,2,5,41,3,6,6
1,1,1,1,1,1,1,1,1,1,1,2,7,45,6,6,6
2,2,5,1,1,1,5,1,1,1,1,1,2,29,0,6,7
7,6,5,1,2,2,2,4,4,4,4,2,2,24,0,0,0
7,7,3,3,2,5,7,2,2,2,2,7,4,68,2,9,6
6,5,2,2,2,7,7,5,6,3,6,4,4,41,0,2,6
3,3,3,3,3,2,2,2,2,2,2,2,2,27,3,3,4
4,4,5,5,4,4,4,4,4,4,6,7,4,69,0,0,11
6,5,5,5,5,3,5,4,4,3,4,4,4,48,4,7,8
5,5,1,1,1,5,1,4,4,5,5,7,3,27,0,0,6
5,2,1,1,1,1,5,1,1,1,4,5,7,35,0,1,0
4,5,5,4,4,4,5,1,1,1,1,1,3,43,0,0,6
4,4,4,2,4,1,1,3,3,5,3,2,4,32,0,4,4
6,6,6,4,4,4,4,4,4,4,4,4,4,72,0,0,12
5,6,1,1,2,1,1,1,2,1,1,2,1,33,0,2,7
5,6,5,2,2,2,2,2,2,2,2,2,1,40,3,5,3
2,5,4,2,2,2,2,1,1,1,4,2,5,36,0,1,3
7,5,7,7,5,7,7,7,7,7,4,7,8,42,3,10,1
3,2,3,2,3,4,4,4,3,3,4,4,2,36,5,4,7
6,6,6,6,6,5,6,6,6,3,5,6,7,60,5,9,7
6,6,6,5,5,2,3,4,4,4,5,5,4,49,0,4,4
1,1,1,1,1,3,5,1,7,1,1,3,2,41,0,6,2
5,6,2,2,4,1,1,1,1,5,5,6,1,63,4,3,12
3,4,4,4,4,4,4,3,3,2,1,1,4,48,6,6,7.5
5,5,4,4,4,4,3,4,4,4,3,4,4,44,3,4,5
4,4,4,4,4,4,4,1,1,1,1,1,2,39,6,6,6
3,1,2,2,2,3,5,4,4,2,2,4,5,43,0,5,8
4,4,2,2,5,2,5,4,4,4,4,4,4,49,4,7,9
5,5,1,1,4,1,1,1,4,1,1,1,4,47,0,4,4
5,4,4,2,2,2,5,4,4,5,6,4,8,35,0,6,6
6,6,6,6,4,4,5,4,4,1,1,5,5,54,1,6,5
